segment,date,period,number_of_stores,numeric_distribution_pct,pdo_kgs,pdo_rs,purchase_weight_tonnes,sales_units_000,sales_value_lakhs,stock_weight_tonnes,str_days,volume_tonnes,number_of_stores_outlier_flag,numeric_distribution_pct_outlier_flag,pdo_kgs_outlier_flag,pdo_rs_outlier_flag,purchase_weight_tonnes_outlier_flag,sales_units_000_outlier_flag,sales_value_lakhs_outlier_flag,stock_weight_tonnes_outlier_flag,str_days_outlier_flag,volume_tonnes_outlier_flag
Jaipur,2018-11-01,NOV18,17224.0,100.0,10.733492614500001,7821.660120123999,205.603845903,7443.4015699,1608.95915316,138.109258482,20.488839536,202.221201796,0,0,1,1,0,0,0,0,0,0
Jaipur,2018-12-01,DEC18,17760.0,100.0,9.240641332,7066.319154542,161.408779983,6820.95887824,1254.978281847,134.587063468,24.602514529,164.11379005,0,0,0,0,0,0,0,0,0,0
Jaipur,2019-01-01,JAN19,18672.0,100.0,9.054633316,6738.79749385,176.63162733,7140.67306868,1258.268268052,144.048493024,25.560436603,169.068113267,0,0,0,0,0,0,0,0,0,0
Jaipur,2019-02-01,FEB19,18652.0,100.0,10.733492614500001,7821.660120123999,200.087470444,7918.30367629,1559.354516181,134.403019812,19.73468121,204.314959612,0,0,1,1,0,0,0,0,0,0
Jaipur,2019-03-01,MAR19,18448.0,100.0,9.314509831,7075.004837038,157.640676395,7206.12023788,1305.196892337,120.136330786,20.974244334,171.834077371,0,0,0,0,0,0,0,0,0,0
Jaipur,2019-04-01,APR19,18422.0,100.0,7.691481054,5862.92910596,132.437082629,6077.42888676,1080.0687999,109.381824752,23.158992726,141.692463976,0,0,0,0,0,0,0,0,0,0
Jaipur,2019-05-01,MAY19,18309.0,100.0,8.10644419,5960.911149021,146.480304525,6163.14705658,1091.383222274,106.443442723,21.51518801,148.420886683,0,0,0,0,0,0,0,0,0,0
Jaipur,2019-06-01,JUN19,17678.0,100.0,7.265425464,5577.711697153,114.019032823,5501.45751603,986.027873823,90.180531636,21.0639524,128.438191356,0,0,0,0,0,0,0,0,0,0
Jaipur,2019-07-01,JUL19,17612.0,100.0,8.108552417,6303.598506635,162.660026715,5946.95932681,1110.189768989,109.719654603,23.04908456,142.807825169,0,0,0,0,0,0,0,0,0,0
Jaipur,2019-08-01,AUG19,17347.0,100.0,10.733492614500001,7821.660120123999,234.520407639,7015.38283822,1529.546537091,143.95157317,21.473004689,201.115179622,0,0,1,1,0,0,0,0,0,0
Jamshedpur,2017-06-01,JUN17,5766.0,100.0,4.175105159,2967.751255312,23.682578952,1373.75322617,171.120537381,20.24744412,25.231868183,24.073656345,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2017-07-01,JUL17,5602.0,100.0,4.392783043,3147.732494654,23.620842059,1344.75636552,176.335974351,18.131605739,22.104192955,24.608370606,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2017-08-01,AUG17,5767.0,100.0,4.972561804,3738.263242365,27.818714809,1418.59045342,215.585641187,18.121389181,18.957567069,28.676763925,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2017-09-01,SEP17,6030.0,100.0,4.903256244,3769.048846159,33.001304299,1567.97587088,227.273645423,22.440225126,22.769136571,29.566635154,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2017-10-01,OCT17,6231.0,100.0,5.586824664,4250.920676286,38.744210184,1843.30040026,264.874867339,25.834608831,22.263854335,34.81150448,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2017-11-01,NOV17,5870.0,100.0,5.441273337,4025.981499007,27.645510845,1766.49793445,236.325113992,21.75674426,20.435088246,31.94027449,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2017-12-01,DEC17,5961.0,100.0,5.141387957,3847.201781283,32.18966823,1731.00364389,229.331698182,23.365915772,22.872022195,30.647813612,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2018-01-01,JAN18,5967.0,100.0,5.281980317,3913.126973855,33.019897162,1678.14963127,233.49628653,24.670401701,23.482517756,31.517576552,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2018-02-01,FEB18,6329.0,100.0,5.135367313,3809.67672705,33.807023312,1674.5959106,241.114440055,24.752059209,22.846831664,32.501739723,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2018-03-01,MAR18,6500.0,100.0,5.350507042,3849.592609523,33.963618523,1866.20366346,250.223519619,25.753656761,22.215283576,34.77829577,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2018-04-01,APR18,6190.0,100.0,5.105654897,3665.208456163,32.192283707,1653.11077778,226.876403437,26.280077402,24.946279804,31.604003814,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2018-05-01,MAY18,6172.0,100.0,5.314423034,3835.555469135,31.182814678,1692.26670151,236.730483555,25.158187385,23.010103023,32.800618964,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2018-06-01,JUN18,6208.0,100.0,5.162436913,3606.897979264,32.938339616,1657.31113882,223.916226553,26.140169642,24.469392695,32.048408355,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2018-07-01,JUL18,6082.0,100.0,5.777144719,4201.191700631,36.303930688,1706.02761158,255.516479232,27.000231722,23.053086691,35.136594179,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2018-08-01,AUG18,6338.0,100.0,6.308060711,4546.804217438,45.464322133,1797.01633721,288.176451301,33.061676205,24.808358184,39.980488784,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2018-09-01,SEP18,6846.0,100.0,5.661303939,4041.578749395,35.382831425,1677.77048592,276.686481184,29.692554799,22.983462424,38.757286763,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2018-10-01,OCT18,6797.0,100.0,5.916884259,4235.399389697,45.531517703,1926.77262226,287.880096518,34.493422933,25.730439483,40.217062311,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2018-11-01,NOV18,6398.0,100.0,7.007354558,4885.765612323,41.055673791,2001.87513804,312.591283876,30.102201438,20.142862313,44.833054464,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2018-12-01,DEC18,6550.0,100.0,5.992528679,4110.141950078,39.517641798,1879.79539188,269.21429773,30.163422487,23.05422093,39.251062846,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2019-01-01,JAN19,7296.0,100.0,5.533717259,3627.603765659,39.53077053,1942.35691281,264.669970743,29.600459899,21.994693918,40.374001124,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2019-02-01,FEB19,7363.0,100.0,5.243194486,3520.935677919,43.313459696,1812.40339166,259.246493965,33.601657377,26.111461826,38.605641002,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2019-03-01,MAR19,7297.0,100.0,5.617516329,3826.841040555,38.108964833,1906.48670263,279.244590729,31.251883906,22.872243571,40.991016656,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2019-04-01,APR19,7227.0,100.0,5.265269529,3624.270836296,37.704397099,1804.89009206,261.926053339,31.20711311,24.603460053,38.052102886,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2019-05-01,MAY19,7313.0,100.0,5.134022184,3559.389263615,35.052838582,1838.74214876,260.298136848,28.69678943,22.929851989,37.54510423,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2019-06-01,JUN19,7005.0,100.0,4.873363087,3426.4068844,34.403276917,1680.94012304,240.019802252,28.591517634,25.125895772,34.137908427,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2019-07-01,JUL19,6847.0,100.0,5.363667347,3766.8452751,40.277895725,1785.60059962,257.915895986,32.1379104,26.252866327,36.725030326,0,0,0,0,0,0,0,0,0,0
Jamshedpur,2019-08-01,AUG19,7063.0,100.0,6.92719689,5054.682995795,51.844654609,1986.12171565,357.012259993,36.511819098,22.387623148,48.926791634,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2017-06-01,JUN17,63105.0,100.0,2.187638697,1484.847397214,139.267589992,9021.18773237,937.012950012,97.609928462,21.21171978,138.050939962,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2017-07-01,JUL17,62335.0,100.0,2.236486339,1558.640619569,135.993266531,8866.04980489,971.578630209,92.212946443,19.843347611,139.411375918,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2017-08-01,AUG17,60919.0,100.0,2.493733711,1756.945532927,154.038682272,9199.43258703,1070.313649204,95.056233788,18.771501648,151.915763963,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2017-09-01,SEP17,62962.0,100.0,2.399189225,1690.797234532,164.339883227,9408.7940178,1064.559754806,107.940253135,21.436884582,151.057751966,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2017-10-01,OCT17,65093.0,100.0,2.540527869,1818.136278267,174.356697921,10168.58194146,1183.479447613,116.200610523,21.080039166,165.37058059,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2017-11-01,NOV17,66969.0,100.0,2.401548765,1709.176100711,153.639188841,10094.66416104,1144.618142885,107.716650001,20.092726342,160.829319275,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2017-12-01,DEC17,69031.0,100.0,2.293691705,1654.408458944,167.344293621,9956.5473412,1142.054703294,114.659585736,21.724631287,158.33583211,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2018-01-01,JAN18,72568.0,100.0,2.449817152,1719.136603483,189.76919521,11498.63540538,1247.543050416,127.562158178,21.526047198,177.778331066,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2018-02-01,FEB18,74956.0,100.0,2.422097637,1707.962485134,190.705970551,11222.32770561,1280.220360357,131.40791706,21.714245198,181.55075048,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2018-03-01,MAR18,71562.0,100.0,2.79511302,1920.5374118,189.018941059,12350.02361105,1374.374982632,123.322438537,18.496157532,200.023877913,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2018-04-01,APR18,68777.0,100.0,2.609293423,1803.865665014,178.052868972,10963.65583847,1240.644688427,121.933954075,20.383547238,179.459373757,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2018-05-01,MAY18,68165.0,100.0,2.691026956,1860.396569534,173.571204783,11142.92140196,1268.139321623,111.575067746,18.24773338,183.433852453,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2018-06-01,JUN18,67489.0,100.0,2.592677308,1782.836400217,182.502613142,10625.18354163,1203.218458142,118.843500731,20.375826364,174.977198873,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2018-07-01,JUL18,68719.0,100.0,2.699414505,1857.528540376,193.098716949,10974.82394158,1276.475037661,126.034373567,20.382800495,185.501065368,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2018-08-01,AUG18,70108.0,100.0,2.872128477,1939.65463079,214.404971602,11625.89734207,1359.853068554,137.391998188,20.469689431,201.359183275,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2018-09-01,SEP18,72690.0,100.0,2.780936703,1915.822681447,203.021525174,10970.15524792,1392.611507143,137.545867738,20.412821099,202.146288944,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2018-10-01,OCT18,76374.0,100.0,2.694047741,1811.693588583,226.056880256,11638.15823108,1383.662861344,157.752809392,23.001043142,205.755202169,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2018-11-01,NOV18,76599.0,100.0,2.853380234,1894.840279843,210.636263824,12001.36715659,1451.428705957,149.10629592,20.466071546,218.566072515,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2018-12-01,DEC18,76812.0,100.0,2.779296205,1836.804688584,216.938129015,12054.01893115,1410.886417395,151.925439376,21.349506865,213.483300107,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2019-01-01,JAN19,79406.0,100.0,2.864736176,1866.038173791,249.144620943,12517.93594523,1481.746272281,172.564365123,22.758017179,227.477240789,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2019-02-01,FEB19,78707.0,100.0,2.993122896,1935.976968317,248.570574477,12898.7716543,1523.749392453,179.812938676,22.898355065,235.579723736,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2019-03-01,MAR19,81224.0,100.0,3.093258854,1999.159191777,252.725362943,13885.81073329,1623.797061929,177.824345441,21.233023267,251.246857128,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2019-04-01,APR19,81964.0,100.0,2.828080571,1792.376257252,220.201555769,13142.30094132,1469.103275494,167.034097339,21.617798596,231.800795905,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2019-05-01,MAY19,76528.0,100.0,2.891908966,1883.448353469,202.501532506,12004.83232501,1441.365355943,146.942516381,19.918826388,221.312009329,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2019-06-01,JUN19,74185.0,100.0,2.677644511,1793.965886998,188.068948119,10834.57604527,1330.853593269,136.433104647,20.604970495,198.641058012,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2019-07-01,JUL19,71992.0,100.0,2.900523495,1969.992625029,231.351861608,11000.82482734,1418.237090611,158.637034122,22.791095969,208.814487473,0,0,0,0,0,0,0,0,0,0
Jharkhand (U+R),2019-08-01,AUG19,73449.0,100.0,3.557756034,2490.843808098,292.555998949,12633.74575195,1829.49986861,190.487952065,21.8688888,261.313622935,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2017-06-01,JUN17,30124.0,100.0,0.957599826,551.530376905,30.278836048,2443.17199712,166.143010739,18.748858245,19.498418285,28.846737162,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2017-07-01,JUL17,29674.0,100.0,0.872928496,498.841908807,24.023824351,2351.24056646,148.026348019,16.209914186,18.773584727,25.903280203,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2017-08-01,AUG17,28156.0,100.0,1.034845694,591.482534006,31.059311949,2349.07767863,166.537822275,18.231917444,18.771848783,29.13711535,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2017-09-01,SEP17,29744.0,100.0,1.035918522,599.374121001,34.112979799,2486.94636185,178.27783855,20.99672772,20.443154017,30.812360513,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2017-10-01,OCT17,31398.0,100.0,0.977825949,559.524487078,30.444608805,2510.99178873,175.679498453,20.570408123,20.100211159,30.701779142,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2017-11-01,NOV17,33500.0,100.0,0.919409221,534.932166581,33.693475494,2610.15850296,179.202275805,23.056960762,22.457926345,30.800208899,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2017-12-01,DEC17,35214.0,100.0,0.920909145,535.029096314,35.144080821,2741.25121237,188.405145976,25.078202384,23.199867888,32.428894644,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2018-01-01,JAN18,38053.0,100.0,1.093059619,623.516613862,43.883444256,3622.03433886,237.266777073,27.523132964,19.851182018,41.594197673,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2018-02-01,FEB18,39246.0,100.0,0.926121616,538.98723557,38.014678854,3117.37657422,211.530930472,27.770888508,22.921741439,36.346568931,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2018-03-01,MAR18,36311.0,100.0,1.262261109,725.845267751,44.96676377,3650.45025433,263.561675173,27.126185822,17.755077658,45.833963126,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2018-04-01,APR18,35219.0,100.0,1.113269906,646.851271246,35.10858549,3132.57568628,227.81454922,22.871785767,17.500233335,39.20825282,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2018-05-01,MAY18,34423.0,100.0,1.085784332,632.731535341,34.732061405,3089.25534803,217.805176411,19.52463341,15.671546509,37.375954055,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2018-06-01,JUN18,35184.0,100.0,1.121792327,640.034860697,37.677192291,3244.02651834,225.189865388,17.578819902,13.361440876,39.469141234,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2018-07-01,JUL18,35619.0,100.0,1.001384991,566.408739737,40.06210946,2932.13195535,201.749129007,22.042043536,18.53917099,35.668332011,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2018-08-01,AUG18,36519.0,100.0,1.095681298,617.104071581,41.166625336,3241.46834701,225.360235901,23.385054618,17.533011508,40.013185313,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2018-09-01,SEP18,38816.0,100.0,1.061759894,591.796280155,44.991756288,3089.50716724,229.711644105,27.390926477,19.938426464,41.21327206,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2018-10-01,OCT18,41935.0,100.0,1.010830376,537.483930913,44.113306131,3286.04744271,225.393886428,29.942331108,21.191023436,42.389171809,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2018-11-01,NOV18,42094.0,100.0,1.080656126,588.428863912,43.161708328,3529.36439774,247.693245975,27.657925625,18.240348954,45.489138988,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2018-12-01,DEC18,42187.0,100.0,1.012789129,566.135318301,45.659043105,3466.76907938,238.835506732,30.780523563,21.612230129,42.726534993,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2019-01-01,JAN19,43922.0,100.0,1.042218912,583.882595706,54.918126795,3490.61944292,256.452913686,38.932298355,25.514686737,45.776339043,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2019-02-01,FEB19,42941.0,100.0,1.140859526,621.246384497,49.307676035,3533.66948104,266.769409967,37.91160063,23.216088383,48.989648908,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2019-03-01,MAR19,45240.0,100.0,1.162393329,616.855608143,56.882522105,3882.85034192,279.065477124,41.814690999,23.854726479,52.58667422,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2019-04-01,APR19,46468.0,100.0,1.185903113,604.22492272,48.283648119,3929.51854985,280.77123709,35.339542416,19.238844609,55.106545846,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2019-05-01,MAY19,40838.0,100.0,1.143391749,577.71655645,40.755208534,3292.58433739,235.927887323,29.480065005,18.940444763,46.693832231,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2019-06-01,JUN19,39261.0,100.0,1.046095695,549.908437124,36.857983053,2825.08989571,215.899551499,25.786516748,18.835673953,41.070763083,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2019-07-01,JUL19,37761.0,100.0,1.022291448,544.406807536,42.413967632,2650.72849445,205.573454594,29.522313139,22.94316996,38.602747385,0,0,0,0,0,0,0,0,0,0
Jharkhand - Rural,2019-08-01,AUG19,38665.0,100.0,1.327630663,779.256337227,58.830397326,3382.07450861,301.299462789,36.526439153,21.346825612,51.332839575,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2017-06-01,JUN17,32981.0,100.0,3.311124672,2337.315239905,108.988753945,6578.01573525,770.869939273,78.861070217,21.664295383,109.2042028,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2017-07-01,JUL17,32661.0,100.0,3.475340489,2521.515820671,111.96944218,6514.80923843,823.552282189,76.003032256,20.087474407,113.508095715,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2017-08-01,AUG17,32763.0,100.0,3.747478821,2758.52585822,122.979370323,6850.3549084,903.775826929,76.824316344,18.771419268,122.778648612,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2017-09-01,SEP17,33218.0,100.0,3.619886551,2668.077296211,130.226903428,6921.84765595,886.281916255,86.943525415,21.691523733,120.245391452,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2017-10-01,OCT17,33695.0,100.0,3.99669985,2990.948061017,143.912089116,7657.59015273,1007.79994916,95.630202399,21.303420251,134.668801449,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2017-11-01,NOV17,33469.0,100.0,3.885061113,2884.507655085,119.945713346,7484.50565808,965.41586708,84.659689239,19.532477534,130.029110376,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2017-12-01,DEC17,33817.0,100.0,3.723184714,2820.030036129,132.2002128,7215.29612883,953.649557318,89.581383352,21.344665788,125.906937466,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2018-01-01,JAN18,34515.0,100.0,3.945650685,2927.064387492,145.885750953,7876.60106652,1010.276273343,100.039025214,22.037594848,136.184133393,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2018-02-01,FEB18,35710.0,100.0,4.066205028,2992.689526422,152.691291697,8104.95113139,1068.689429885,103.637028552,21.411992571,145.204181549,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2018-03-01,MAR18,35251.0,100.0,4.374057893,3151.154030975,144.05217729,8699.57335672,1110.813307459,96.196252715,18.716448384,154.189914788,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2018-04-01,APR18,33558.0,100.0,4.17936471,3018.14809943,142.944283483,7831.08015219,1012.830139207,99.062168308,21.189599266,140.251120937,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2018-05-01,MAY18,33742.0,100.0,4.328667489,3112.83902914,138.839143378,8053.66605393,1050.334145213,92.050434336,18.906974976,146.057898397,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2018-06-01,JUN18,32305.0,100.0,4.194646576,3027.483648831,144.825420851,7381.15702329,978.028592755,101.264680829,22.418891377,135.508057638,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2018-07-01,JUL18,33100.0,100.0,4.526668681,3246.906068441,153.036607488,8042.69198623,1074.725908654,103.99233003,20.821684495,149.832733357,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2018-08-01,AUG18,33589.0,100.0,4.803536812,3377.572516757,173.238346266,8384.42899506,1134.492832654,114.00694357,21.197974231,161.345997962,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2018-09-01,SEP18,33874.0,100.0,4.750930415,3433.016068485,158.029768885,7880.64808068,1162.899863039,110.15494126,20.534308632,160.933016885,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2018-10-01,OCT18,34439.0,100.0,4.743634553,3363.247988955,181.943574125,8352.11078837,1158.268974916,127.810478284,23.470695469,163.366030361,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2018-11-01,NOV18,34505.0,100.0,5.015995755,3488.582698107,167.474555497,8472.00275885,1203.735459982,121.448370294,21.05104958,173.076933527,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2018-12-01,DEC18,34625.0,100.0,4.931603325,3384.984579533,171.279085909,8587.24985177,1172.050910663,121.144915813,21.283768593,170.756765114,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2019-01-01,JAN19,35484.0,100.0,5.120643156,3453.086908451,194.226494149,9027.31650231,1225.293358595,133.632066768,22.06352288,181.700901746,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2019-02-01,FEB19,35766.0,100.0,5.216967926,3514.455020093,199.262898442,9365.10217326,1256.979982486,141.901338045,22.814933459,186.590074828,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2019-03-01,MAR19,35984.0,100.0,5.520792099,3737.026413976,195.842840838,10002.96039137,1344.731584805,136.009654442,20.539040957,198.660182908,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2019-04-01,APR19,35496.0,100.0,4.977863705,3347.791408622,171.91790765,9212.78239147,1188.332038405,131.694554923,22.359735228,176.694250059,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2019-05-01,MAY19,35690.0,100.0,4.892635951,3377.521626842,161.746323972,8712.24798762,1205.43746862,117.462451376,20.180450855,174.618177098,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2019-06-01,JUN19,34924.0,100.0,4.51180549,3192.515295413,151.210965065,8009.48614956,1114.95404177,110.646587899,21.066138376,157.570294929,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2019-07-01,JUL19,34231.0,100.0,4.972444278,3542.588986641,188.937893976,8350.09633289,1212.663636017,129.114720983,22.756606727,170.211740088,0,0,0,0,0,0,0,0,0,0
Jharkhand - Urban,2019-08-01,AUG19,34784.0,100.0,6.036706053,4393.400430719,233.725601624,9251.67124334,1528.200405821,153.961512912,21.996514697,209.98078336,0,0,0,0,0,0,0,0,0,0
Kanpur,2017-06-01,JUN17,15141.0,100.0,5.236032387,3667.608580841,86.614083278,4270.33246926,555.312615225,87.601913769,32.00897664075,79.27876637,0,0,0,0,0,0,0,0,1,0
Kanpur,2017-07-01,JUL17,14285.0,100.0,5.831181807,4126.713620914,94.563880495,4212.42234858,589.501040748,100.957083872,32.00897664075,83.29843211,0,0,0,0,0,0,0,0,1,0
Kanpur,2017-08-01,AUG17,14878.0,100.0,6.030804291,4489.25898139,89.595438835,4519.28279971,667.911951251,90.700305512,30.325656758,89.726306245,0,0,0,0,0,0,0,0,0,0
Kanpur,2017-09-01,SEP17,15799.0,100.0,5.779159851,4355.345266512,107.729325445,4686.7916964,688.100998656,96.809476114,31.808619304,91.304946488,0,0,0,0,0,0,0,0,0,0
Kanpur,2017-10-01,OCT17,15823.0,100.0,6.856071857,5378.012455858,96.687886222,5267.27408584,850.96291089,80.74069866,22.327986919,108.483624995,0,0,0,0,0,0,0,0,0,0
Kanpur,2017-11-01,NOV17,15395.0,100.0,6.050273488,4675.089551415,85.350530667,4751.7366989,719.73003644,69.171287342,22.27883174,93.143960349,0,0,0,0,0,0,0,0,0,0
Kanpur,2017-12-01,DEC17,15940.0,100.0,5.963901835,4659.520750066,108.829116495,4820.38690533,742.727607561,83.725093177,26.421537786,95.064595242,0,0,0,0,0,0,0,0,0,0
Kanpur,2018-01-01,JAN18,16140.0,100.0,6.130935214,4604.451342581,130.792875444,5109.82034272,743.158446693,116.953633624,32.00897664075,98.95329436,0,0,0,0,0,0,0,0,1,0
Kanpur,2018-02-01,FEB18,15747.0,100.0,6.073363355,4415.926673682,113.638837881,4848.72486697,695.375973305,124.158765373,32.00897664075,95.637252751,0,0,0,0,0,0,0,0,1,0
Kanpur,2018-03-01,MAR18,15325.0,100.0,7.185361244,5088.802480942,94.540572007,5641.71451443,779.858980204,107.414680804,29.264142749,110.115661058,0,0,0,0,0,0,0,0,0,0
Kanpur,2018-04-01,APR18,15377.0,100.0,6.229536603,4354.487164691,92.313758195,5085.14362988,669.589491315,101.601023574,31.819399667,95.791584352,0,0,0,0,0,0,0,0,0,0
Kanpur,2018-05-01,MAY18,14524.0,100.0,6.470088512,4605.328415573,81.051330723,4676.93734662,668.877899078,80.719968332,25.769487141,93.971565547,0,0,0,0,0,0,0,0,0,0
Kanpur,2018-06-01,JUN18,14301.0,100.0,5.541077327,3854.237837423,70.425922857,3996.40751745,551.19455313,74.33329237,28.141290294,79.242946852,0,0,0,0,0,0,0,0,0,0
Kanpur,2018-07-01,JUL18,15499.0,100.0,5.339646503,3816.138039023,88.780082679,4285.23876938,591.463234668,76.369339199,27.683697981,82.759181146,0,0,0,0,0,0,0,0,0,0
Kanpur,2018-08-01,AUG18,16272.0,100.0,5.852379514,4072.421047329,108.556104292,4837.39958373,662.664352821,88.980097065,28.031136928,95.229919458,0,0,0,0,0,0,0,0,0,0
Kanpur,2018-09-01,SEP18,15961.0,100.0,5.382438763,3653.321644482,87.172839725,4342.3846224,583.106667676,88.121632063,30.772628338,85.909105095,0,0,0,0,0,0,0,0,0,0
Kanpur,2018-10-01,OCT18,15695.0,100.0,6.503556201,4444.885878924,112.229406025,4993.35195886,697.624838697,98.239943873,28.873347834,102.073314572,0,0,0,0,0,0,0,0,0,0
Kanpur,2018-11-01,NOV18,15583.0,100.0,7.108111202,5006.670919229,113.873719997,5133.71813694,780.189529343,94.220037387,25.518740926,110.765696857,0,0,0,0,0,0,0,0,0,0
